坚定,jiān dìng,"kiên định, vững chắc",他坚定地相信自己的选择。,Anh ấy tin tưởng chắc chắn vào lựa chọn của mình.
监督,jiān dū,"giám sát, quản lý",老师在监督学生们的考试。,Giáo viên đang giám sát kỳ thi của các học sinh.
尖端,jiān duān,"mũi nhọn, tiên tiến",科学家们正在研究尖端技术。,Các nhà khoa học đang nghiên cứu công nghệ tiên tiến.
坚固,jiān gù,"kiên cố, vững chắc",这个建筑非常坚固，能抗强风。,"Tòa nhà này rất kiên cố, có thể chịu được gió mạnh."
艰难,jiān nán,"gian nan, khó khăn",他经历了很多艰难的时刻。,Anh ấy đã trải qua nhiều thời khắc khó khăn.
坚韧,jiān rèn,"kiên cường, bền bỉ",她以坚韧的意志克服了困难。,Cô ấy vượt qua khó khăn với ý chí kiên cường.
坚实,jiān shí,"chắc chắn, vững chắc",这个计划非常坚实，值得信赖。,"Kế hoạch này rất vững chắc, đáng tin cậy."
监视,jiān shì,"giám sát, theo dõi",警察在监视嫌疑人的一举一动。,Cảnh sát đang giám sát mọi động tĩnh của nghi phạm.
坚硬,jiān yìng,"cứng rắn, kiên cố",这种材料非常坚硬，适合建筑。,"Loại vật liệu này rất cứng, phù hợp cho xây dựng."
监狱,jiān yù,"nhà tù, trại giam",犯人被关在监狱里等待审判。,Tội phạm bị giam trong nhà tù chờ xét xử.
兼职,jiān zhí,"việc làm thêm, bán thời gian",他在学校里做兼职，赚取生活费。,Anh ấy làm thêm ở trường để kiếm tiền sinh hoạt.
拣,jiǎn,"chọn, nhặt",我在花园里拣了几朵花。,Tôi đã nhặt vài bông hoa trong vườn.
剪彩,jiǎn cǎi,cắt băng khánh thành,今天的典礼上，他们为新图书馆剪彩。,"Hôm nay, họ cắt băng khánh thành thư viện mới trong buổi lễ."
简化,jiǎn huà,"giản hóa, đơn giản hóa",我们需要简化工作流程，提高效率。,Chúng ta cần đơn giản hóa quy trình làm việc để nâng cao hiệu suất.
简陋,jiǎn lòu,"sơ sài, thô sơ",这间房子简陋，但很温馨。,Ngôi nhà này tuy đơn sơ nhưng rất ấm cúng.
检讨,jiǎn tǎo,"kiểm điểm, xem xét lại",我们会在会议上检讨这个计划。,Chúng ta sẽ kiểm tra lại kế hoạch này trong cuộc họp.
简体字,jiǎn tǐ zì,chữ giản thể,简体字比繁体字更容易学习。,Chữ giản thể dễ học hơn chữ phồn thể.
检验,jiǎn yàn,"kiểm nghiệm, kiểm tra",科学家正在检验新药的效果。,Các nhà khoa học đang kiểm nghiệm hiệu quả của thuốc mới.
简要,jiǎn yào,"tóm tắt, ngắn gọn",他简要地介绍了会议的主要内容。,Anh ấy tóm tắt nội dung chính của cuộc họp.
溅,jiàn,"bắn lên, văng ra",水溅到了我的衣服上。,Nước bắn lên quần áo của tôi.
鉴别,jiàn bié,"phân biệt, nhận định",专家们正在鉴别这幅画的真伪。,Các chuyên gia đang xác định tính xác thực của bức tranh này.
间谍,jiàn dié,gián điệp,他是一个间谍，潜伏在敌人内部。,"Anh ta là một điệp viên, nằm vùng trong hàng ngũ địch."
鉴定,jiàn dìng,"giám định, xác định",这栋建筑需要进行安全鉴定。,Tòa nhà này cần được đánh giá an toàn.
见多识广,jiàn duō shí guǎng,hiểu biết rộng rãi,他是个见多识广的人，什么都知道。,"Anh ấy là một người hiểu biết rộng, cái gì cũng biết."
间隔,jiàn gé,"khoảng cách, khoảng thời gian",两次会议之间有一个小时的间隔。,Có một khoảng cách một giờ giữa hai cuộc họp.
间接,jiàn jiē,gián tiếp,我们通过间接证据推断出真相。,Chúng tôi suy luận ra sự thật thông qua các chứng cứ gián tiếp.
见解,jiàn jiě,"cách nhìn, quan điểm",他的见解很独特，值得参考。,"Quan điểm của anh ấy rất độc đáo, đáng để tham khảo."
健全,jiàn quán,"kiện toàn, hoàn thiện",我们需要建立一个健全的制度。,Chúng ta cần thiết lập một hệ thống lành mạnh.
践踏,jiàn tà,"dẫm đạp, đạp nát",他们肆意践踏法律，必须受到惩罚。,"Họ tự do chà đạp lên pháp luật, cần phải bị trừng phạt."
舰艇,jiàn tǐng,tàu chiến,这艘舰艇将在下个月服役。,Con tàu chiến này sẽ vào biên chế vào tháng tới.
见闻,jiàn wén,"hiểu biết, sự từng trải",他的见闻非常广泛，知识丰富。,"Kiến thức của anh ấy rất rộng, hiểu biết phong phú."
见义勇为,jiàn yì yǒng wéi,thấy việc nghĩa thì làm,他见义勇为，救了很多人。,"Anh ấy dũng cảm làm việc nghĩa, cứu được nhiều người."
鉴于,jiàn yú,"bởi vì, xét thấy",鉴于天气恶劣，我们决定取消旅行。,"Do thời tiết xấu, chúng tôi quyết định hủy bỏ chuyến đi."
将近,jiāng jìn,"gần, xấp xỉ",他将近六十岁了，还在工作。,"Anh ấy gần sáu mươi tuổi rồi, vẫn đang làm việc."
将军,jiāng jūn,"tướng quân, tướng lĩnh",将军亲自指挥这次行动。,Vị tướng đích thân chỉ huy hành động lần này.
僵硬,jiāng yìng,"cứng đờ, không linh hoạt",他的手指冻得僵硬。,Ngón tay của anh ấy bị lạnh đến cứng đờ.
桨,jiǎng,mái chèo,他划着一只小船，用桨轻轻划水。,"Anh ấy chèo một chiếc thuyền nhỏ, nhẹ nhàng dùng mái chèo để chèo nước."
奖励,jiǎng lì,"khen thưởng, khuyến khích",老板奖励了他一笔奖金。,Ông chủ thưởng cho anh ấy một khoản tiền thưởng.
奖赏,jiǎng shǎng,"thưởng, phần thưởng",他因表现出色而得到奖赏。,Anh ấy được thưởng vì biểu hiện xuất sắc.
降临,jiàng lín,"đến, xảy đến",春天的到来让人们感到兴奋，降临在每个人的心中。,"Mùa xuân đến làm mọi người cảm thấy phấn khởi, đến trong lòng mỗi người."
交叉,jiāo chā,"giao nhau, cắt ngang",这两条路在这里交叉。,Hai con đường này giao nhau tại đây.
交代,jiāo dài,"giải thích, bàn giao",他向老板交代了工作进展情况。,Anh ấy báo cáo tình hình tiến độ công việc với ông chủ.
焦点,jiāo diǎn,"tiêu điểm, điểm nóng",我们要解决这个问题的焦点。,Chúng ta cần giải quyết trọng tâm của vấn đề này.
焦急,jiāo jí,"lo lắng, sốt ruột",他的焦急心情显而易见。,Tâm trạng lo lắng của anh ấy rất rõ ràng.
娇气,jiāo qì,"mềm yếu, mỏng manh",她的娇气让人受不了。,Sự yếu đuối của cô ấy làm người khác không chịu nổi.
交涉,jiāo shè,"đàm phán, thương lượng",我们正在和对方公司交涉合同细节。,Chúng tôi đang đàm phán chi tiết hợp đồng với công ty đối tác.
交往,jiāo wǎng,"qua lại, giao lưu",他们之间的交往非常密切。,Quan hệ giữa họ rất thân thiết.
交易,jiāo yì,"giao dịch, buôn bán",他们达成了一项重要的交易。,Họ đã đạt được một giao dịch quan trọng.
搅拌,jiǎo bàn,"khuấy, trộn",厨师正在搅拌材料，准备做蛋糕。,"Đầu bếp đang khuấy nguyên liệu, chuẩn bị làm bánh."
角落,jiǎo luò,"góc, xó xỉnh",这个角落很隐蔽，没人会发现。,"Góc này rất kín đáo, không ai sẽ phát hiện ra."
缴纳,jiǎo nà,"nộp, đóng tiền",请按时缴纳水电费。,Vui lòng nộp tiền điện nước đúng hạn.
较量,jiào liàng,"so tài, đấu",他们在赛场上激烈较量。,Họ cạnh tranh quyết liệt trên sân thi đấu.
教养,jiào yǎng,"giáo dục, nuôi dạy",他的教养非常好，待人很有礼貌。,"Anh ấy rất có giáo dục, cư xử với mọi người rất lịch sự."
皆,jiē,"tất cả, đều",人人皆知，这是一件大事。,"Ai cũng biết, đây là một việc lớn."
阶层,jiē céng,"tầng lớp, giai tầng",社会的阶层结构非常复杂。,Cấu trúc giai cấp xã hội rất phức tạp.
揭发,jiē fā,"vạch trần, phát giác",他揭发了公司的贪污行为。,Anh ấy đã tố giác hành vi tham ô của công ty.
接连,jiē lián,"liên tiếp, liên tục",我们连续接连发生了好几起事故。,Chúng tôi liên tiếp xảy ra vài vụ tai nạn.
揭露,jiē lù,"phơi bày, lộ ra",他揭露了这件事的真相。,Anh ấy đã tiết lộ sự thật về việc này.
杰出,jié chū,"xuất sắc, kiệt xuất",她是一个杰出的科学家。,Cô ấy là một nhà khoa học xuất sắc.
结果,jié guǒ,kết quả,结果显示他的努力没有白费。,Kết quả cho thấy nỗ lực của anh ấy không uổng phí.
竭尽全力,jié jìn quán lì,dốc hết sức lực,他竭尽全力完成了任务。,Anh ấy đã dốc hết sức hoàn thành nhiệm vụ.
结晶,jié jīng,"kết tinh, kết quả",这块宝石是天然结晶。,Viên đá quý này là kết tinh tự nhiên.
结局,jié jú,"kết cục, kết thúc",故事的结局出乎意料。,Kết thúc của câu chuyện ngoài dự đoán.
结算,jié suàn,thanh toán,我们需要结算一下本月的费用。,Chúng ta cần quyết toán chi phí của tháng này.
截至,jié zhì,"cho đến, tính đến",截至目前，他还没有回复。,"Cho đến hiện tại, anh ấy vẫn chưa trả lời."
节奏,jié zòu,"nhịp điệu, tiết tấu",音乐的节奏很快，让人想跳舞。,"Nhịp điệu của âm nhạc rất nhanh, khiến người ta muốn nhảy."
解除,jiě chú,"giải trừ, hủy bỏ",我们解除了一切合同关系。,Chúng tôi đã chấm dứt mọi quan hệ hợp đồng.
解雇,jiě gù,"sa thải, đuổi việc",公司决定解雇一些员工。,Công ty quyết định sa thải một số nhân viên.
解剖,jiě pōu,giải phẫu,医生解剖了那具尸体。,Bác sĩ đã giải phẫu xác chết đó.
解散,jiě sàn,"giải tán, tan rã",我们已经决定解散这个团队。,Chúng tôi đã quyết định giải tán đội này.
解体,jiě tǐ,"phân hủy, tan rã",这座建筑已经解体，需要重建。,"Tòa nhà này đã sụp đổ, cần xây lại."
戒备,jiè bèi,"cảnh giới, phòng bị",警察加强了戒备，防止事故发生。,Cảnh sát tăng cường phòng bị để ngăn ngừa tai nạn.
借鉴,jiè jiàn,"học hỏi, tham khảo",我们可以借鉴其他国家的经验。,Chúng ta có thể tham khảo kinh nghiệm của các nước khác.
界限,jiè xiàn,"giới hạn, ranh giới",他们的分界线很明确。,Ranh giới của họ rất rõ ràng.
借助,jiè zhù,"nhờ cậy, dựa vào",我们借助工具完成了这个任务。,Chúng tôi nhờ vào công cụ để hoàn thành nhiệm vụ này.
津津有味,jīn jīn yǒu wèi,"thích thú, say mê",这道菜让人吃得津津有味。,Món ăn này khiến người ta ăn rất ngon miệng.
金融,jīn róng,tài chính,金融市场最近波动很大。,Thị trường tài chính gần đây biến động rất lớn.
尽快,jǐn kuài,"nhanh chóng, càng sớm càng tốt",我们需要尽快完成这个项目。,Chúng ta cần nhanh chóng hoàn thành dự án này.
尽量,jǐn liàng,"hết sức, cố gắng hết mức",请尽量简化流程，提高效率。,"Vui lòng đơn giản hóa quy trình, nâng cao hiệu suất."
紧密,jǐn mì,"chặt chẽ, mật thiết",我们要保持紧密的合作关系。,Chúng ta cần giữ mối quan hệ hợp tác chặt chẽ.
紧迫,jǐn pò,"cấp bách, khẩn cấp",这个任务非常紧迫，必须立即完成。,"Nhiệm vụ này rất cấp bách, cần phải hoàn thành ngay lập tức."
锦绣前程,jǐn xiù qián chéng,tiền đồ sáng lạn,你有一段锦绣前程。,Bạn có một tương lai tươi sáng.
进而,jìn ér,"tiếp đó, sau đó",他进而提出了新的建议。,Anh ấy tiến thêm một bước và đưa ra đề xuất mới.
进攻,jìn gōng,tấn công,敌军发动了猛烈的进攻。,Quân địch phát động một cuộc tấn công mãnh liệt.
进化,jìn huà,tiến hóa,人类在不断进化中。,Loài người đang không ngừng tiến hóa.
近来,jìn lái,gần đây,近来，天气变得越来越热。,"Gần đây, thời tiết ngày càng nóng hơn."
浸泡,jìn pào,"ngâm, tẩm",他把茶叶浸泡在热水中。,Anh ấy ngâm lá trà trong nước nóng.
晋升,jìn shēng,"thăng tiến, thăng chức",他被晋升为经理。,Anh ấy được thăng chức làm quản lý.
近视,jìn shì,cận thị,她患有近视，需要戴眼镜。,"Cô ấy bị cận thị, cần đeo kính."
劲头,jìn tóu,"hứng thú, động lực",他做事非常有劲头。,Anh ấy làm việc rất có động lực.
进展,jìn zhǎn,"tiến triển, tiến độ",项目进展顺利。,Dự án tiến triển thuận lợi.
茎,jīng,"cuống, thân cây",植物的茎很长。,Thân cây rất dài.
精打细算,jīng dǎ xì suàn,tính toán kỹ lưỡng,她总是精打细算。,Cô ấy luôn tính toán kỹ lưỡng.
惊动,jīng dòng,"làm kinh động, quấy rầy",这件事惊动了所有人。,Việc này làm kinh động mọi người.
经费,jīng fèi,kinh phí,他们的研究经费充足。,Kinh phí nghiên cứu của họ đầy đủ.
精华,jīng huá,"tinh hoa, tinh túy",这本书是这位作家的精华。,Cuốn sách này là tinh hoa của tác giả này.
精简,jīng jiǎn,"giản đơn, tinh gọn",我们需要精简工作流程。,Chúng ta cần đơn giản hóa quy trình làm việc.
兢兢业业,jīng jīng yè yè,"cẩn thận, chăm chỉ",他兢兢业业地工作。,Anh ấy làm việc rất cần mẫn.
精密,jīng mì,"chính xác, tỉ mỉ",这个机器非常精密。,Cỗ máy này rất tinh vi.
惊奇,jīng qí,"kinh ngạc, ngạc nhiên",她对新发现感到惊奇。,Cô ấy rất ngạc nhiên với phát hiện mới.
精确,jīng què,"chính xác, đúng đắn",数据需要精确到小数点后两位。,Dữ liệu cần chính xác đến hai chữ số sau dấu thập phân.
经商,jīng shāng,kinh doanh,他打算经商。,Anh ấy dự định kinh doanh.
精通,jīng tōng,"thông thạo, tinh thông",她精通多国语言。,Cô ấy thông thạo nhiều ngôn ngữ.
经纬,jīng wěi,kinh độ và vĩ độ,这条道路是城市的经纬。,Con đường này là kinh độ và vĩ độ của thành phố.
精心,jīng xīn,"dày công, tỉ mỉ",她精心准备了晚餐。,Cô ấy chuẩn bị bữa tối rất cẩn thận.
